@relation fact
@attribute cap.diameter numeric
@attribute habitat {'d','g','h','l','m','p','u','w'}
@attribute class {'e','p'}
@data
3.39,'l','p'
3.94,'d','p'
3.77,'l','p'
3.68,'l','p'
3.47,'d','p'
3.14,'d','p'
3.29,'l','p'
2.84,'l','p'
3.57,'l','p'
3.34,'l','p'
3.77,'l','p'
4.25,'l','p'
4.02,'d','p'
3.9,'l','p'
3.48,'d','p'
3.38,'d','p'
3.41,'d','p'
3.69,'l','p'
3.54,'d','p'
3.66,'d','p'
4.4,'d','p'
3.04,'d','p'
3.7,'l','p'
3.77,'l','p'
3.47,'d','p'
4.07,'d','p'
3.82,'d','p'
2.73,'l','p'
3.12,'l','p'
4.21,'l','p'
2.46,'l','p'
3.9,'l','p'
3.04,'d','p'
3.29,'l','p'
3.82,'d','p'
3.78,'l','p'
3.76,'d','p'
3.01,'l','p'
2.7,'d','p'
3.89,'d','p'
3.13,'d','p'
2.94,'l','p'
2.35,'d','p'
3.27,'l','p'
3.45,'l','p'
2.91,'l','p'
2.83,'l','p'
3.55,'d','p'
4.43,'l','p'
3.35,'d','p'
4.4,'d','p'
2.99,'l','p'
3.11,'d','p'
3.39,'d','p'
4.05,'d','p'
2.4,'l','p'
2.64,'l','p'
4.16,'d','p'
3.49,'l','p'
2.56,'l','p'
3.15,'l','p'
4.31,'d','p'
2.6,'l','p'
4.12,'l','p'
3.58,'d','p'
3.02,'l','p'
3.64,'l','p'
3.47,'d','p'
2.35,'l','p'
2.32,'d','p'
3.23,'l','p'
4.23,'l','p'
2.82,'l','p'
2.4,'l','p'
4.16,'l','p'
3.93,'d','p'
3.69,'d','p'
3.08,'l','p'
3.41,'d','p'
4.28,'d','p'
4.86,'l','p'
3.59,'d','p'
2.75,'d','p'
2.64,'d','p'
3.12,'d','p'
3.63,'d','p'
3.96,'d','p'
4.12,'d','p'
2.97,'d','p'
3.15,'d','p'
3.94,'d','p'
4.48,'d','p'
3.45,'d','p'
3.36,'l','p'
4.18,'l','p'
2.9,'l','p'
3.02,'d','p'
3.39,'d','p'
3.42,'d','p'
3.86,'d','p'
2.95,'l','p'
3.55,'l','p'
3.29,'l','p'
4.49,'d','p'
3.4,'d','p'
3.31,'l','p'
3.49,'l','p'
3.35,'l','p'
4.23,'l','p'
3.41,'d','p'
3.47,'d','p'
3.36,'l','p'
3.01,'d','p'
3.86,'l','p'
4.59,'l','p'
3.14,'l','p'
4.37,'l','p'
3.04,'d','p'
4.72,'l','p'
3.47,'d','p'
6.06,'l','e'
5.33,'l','e'
6.88,'l','e'
6.11,'l','e'
6.77,'l','e'
5.89,'l','e'
5.82,'l','e'
5.16,'l','e'
6.34,'l','e'
6.19,'l','e'
5.74,'l','e'
6.27,'l','e'
6.49,'l','e'
6.63,'l','e'
5.69,'l','e'
4.78,'l','e'
5.61,'l','e'
4.91,'l','e'
5.2,'l','e'
7,'l','e'
6.05,'l','e'
5.89,'l','e'
5.73,'l','e'
5.14,'l','e'
6.54,'l','e'
4.9,'l','e'
6.02,'l','e'
6.33,'l','e'
6.15,'l','e'
4.79,'l','e'
5.53,'l','e'
4.43,'l','e'
5.36,'l','e'
5.5,'l','e'
6.39,'l','e'
6.86,'l','e'
6.79,'l','e'
5.03,'l','e'
7.09,'l','e'
6.04,'l','e'
5.86,'l','e'
5.23,'l','e'
5.37,'l','e'
5.24,'l','e'
6.58,'l','e'
5.57,'l','e'
6.24,'l','e'
6.41,'l','e'
5.78,'l','e'
7.48,'l','e'
4.81,'l','e'
7.08,'l','e'
5.96,'l','e'
6.29,'l','e'
4.27,'l','e'
6.54,'l','e'
5.25,'l','e'
5.96,'l','e'
8.38,'l','e'
4.51,'l','e'
4.05,'l','e'
6.76,'l','e'
6.11,'l','e'
5.67,'l','e'
6.27,'l','e'
6.42,'l','e'
5.05,'l','e'
6.41,'l','e'
4.34,'l','e'
6.58,'l','e'
7.17,'l','e'
6.05,'l','e'
5.07,'l','e'
6.19,'l','e'
6.88,'l','e'
7.07,'l','e'
6.04,'l','e'
5.11,'l','e'
6.61,'l','e'
5.17,'l','e'
5.53,'l','e'
7.07,'l','e'
6.19,'l','e'
6.14,'l','e'
5.33,'l','e'
6.12,'l','e'
4.56,'l','e'
5.07,'l','e'
5.64,'l','e'
5.76,'l','e'
5.71,'l','e'
4.55,'l','e'
5.85,'l','e'
4.21,'l','e'
4.64,'l','e'
6.17,'l','e'
6.29,'l','e'
6.96,'l','e'
6.12,'l','e'
5.1,'l','e'
6.84,'l','e'
5.85,'l','e'
6.29,'l','e'
6.41,'l','e'
5.17,'l','e'
7.46,'l','e'
6.29,'l','e'
5.11,'l','e'
5.11,'l','e'
5.56,'l','e'
5.87,'l','e'
6.49,'l','e'
6.34,'l','e'
6.55,'l','e'
5.31,'l','e'
4.76,'l','e'
5.9,'l','e'
4.53,'l','e'
5.96,'l','e'
6.08,'l','e'
5.51,'l','e'
5.5,'l','e'
7.11,'l','e'
6.89,'l','e'
6.69,'l','e'
5.73,'l','e'
5.99,'l','e'
5.71,'l','e'
4.31,'l','e'
6.5,'l','e'
6.02,'l','e'
7.36,'l','e'
4.89,'l','e'
7.14,'l','e'
6.63,'l','e'
6.9,'l','e'
5.6,'l','e'
6.24,'l','e'
6.55,'l','e'
6.59,'l','e'
6.09,'l','e'
6.28,'l','e'
6.64,'l','e'
6.71,'l','e'
6.02,'l','e'
4.42,'l','e'
6.44,'l','e'
5.92,'l','e'
6.14,'l','e'
7.25,'l','e'
6.2,'l','e'
6.99,'l','e'
5.01,'l','e'
6.06,'l','e'
5.58,'l','e'
6.7,'l','e'
6.11,'l','e'
5.02,'l','e'
5.87,'l','e'
5.56,'l','e'
5.81,'l','e'
5.24,'l','e'
6.06,'l','e'
5.93,'l','e'
4.7,'l','e'
6.74,'l','e'
6.65,'l','e'
6.07,'l','e'
6.05,'l','e'
6.79,'l','e'
6.73,'l','e'
6.57,'l','e'
6.92,'l','e'
5.39,'l','e'
5.46,'l','e'
6.18,'l','e'
4.26,'l','e'
6.46,'l','e'
6.26,'l','e'
6.28,'l','e'
6.44,'l','e'
5.3,'l','e'
7.03,'l','e'
6.32,'l','e'
5.76,'l','e'
5.9,'l','e'
5.79,'l','e'
5.22,'l','e'
7.43,'l','e'
6.07,'l','e'
5.26,'l','e'
6.7,'l','e'
6.66,'l','e'
5.16,'l','e'
7.33,'l','e'
6.78,'l','e'
5.88,'l','e'
6.05,'l','e'
6.89,'l','e'
3.91,'l','e'
5.67,'l','e'
6.35,'l','e'
6.74,'l','e'
6.78,'l','e'
5.94,'l','e'
6.23,'l','e'
5.29,'l','e'
5.64,'l','e'
6.13,'l','e'
5.51,'l','e'
6.24,'l','e'
5.17,'l','e'
5.81,'l','e'
5.34,'l','e'
6,'l','e'
6.22,'l','e'
6.24,'l','e'
6.08,'l','e'
6.25,'l','e'
6.52,'l','e'
5.82,'l','e'
7.39,'l','e'
5.94,'l','e'
5.48,'l','e'
6.02,'l','e'
6.64,'l','e'
6.78,'l','e'
6.12,'l','e'
6.75,'l','e'
6.65,'l','e'
5.61,'l','e'
6.26,'l','e'
5.8,'l','e'
6.17,'l','e'
5.82,'l','e'
6.45,'l','e'
5.5,'l','e'
6.29,'l','e'
5.84,'l','e'
5.82,'l','e'
6.26,'l','e'
6.05,'l','e'
5.67,'l','e'
6.84,'l','e'
4.49,'l','e'
6.34,'l','e'
6.31,'l','e'
7.12,'l','e'
5.84,'l','e'
6.34,'l','e'
5.95,'l','e'
5.87,'l','e'
6.02,'l','e'
5.66,'l','e'
5.94,'l','e'
6.34,'l','e'
6.15,'l','e'
6.51,'l','e'
6.29,'l','e'
6.33,'l','e'
5.33,'l','e'
6.49,'l','e'
5.59,'l','e'
5.77,'l','e'
5.48,'l','e'
4.62,'l','e'
5.66,'l','e'
5.55,'l','e'
5.35,'l','e'
6.44,'l','e'
5.44,'l','e'
5.84,'l','e'
5.32,'l','e'
6.77,'l','e'
5.01,'l','e'
6.02,'l','e'
5.31,'l','e'
5.15,'l','e'
5.86,'l','e'
6.04,'l','e'
6.9,'l','e'
5.58,'l','e'
5.85,'l','e'
5.4,'l','e'
5.85,'l','e'
5.52,'l','e'
6.52,'l','e'
6.06,'l','e'
5.93,'l','e'
5.27,'l','e'
5.44,'l','e'
6.81,'l','e'
6.67,'l','e'
5.98,'l','e'
5.74,'l','e'
6.76,'l','e'
6.18,'l','e'
5.81,'l','e'
6.53,'l','e'
6.75,'l','e'
5.01,'l','e'
5.86,'l','e'
5.52,'l','e'
4.29,'l','e'
6.94,'l','e'
5.57,'l','e'
5.81,'l','e'
6.24,'l','e'
4.94,'l','e'
6.39,'l','e'
6.63,'l','e'
4.97,'l','e'
6.21,'l','e'
5.77,'l','e'
5.55,'l','e'
5,'l','e'
6.09,'l','e'
6.08,'l','e'
6.44,'l','e'
5.44,'l','e'
6.8,'l','e'
6.79,'l','e'
6.43,'l','e'
5.74,'l','e'
5.6,'l','e'
6.51,'l','e'
6.33,'l','e'
7.12,'l','e'
7.47,'l','e'
5.13,'l','e'
5.8,'l','e'
5.03,'l','e'
6,'l','e'
5.78,'l','e'
5.67,'l','e'
5.38,'l','e'
5.7,'l','e'
5.85,'l','e'
5.29,'l','e'
6.31,'l','e'
5.98,'l','e'
5.86,'l','e'
6.14,'l','e'
5.68,'l','e'
6.03,'l','e'
6.01,'l','e'
4.81,'l','e'
5.1,'l','e'
5.98,'l','e'
5.66,'l','e'
5.32,'l','e'
5.29,'l','e'
7.24,'l','e'
7.86,'h','p'
9.97,'d','p'
9.53,'d','p'
7.44,'h','p'
10.09,'h','p'
9.45,'h','p'
9.71,'h','p'
9.5,'h','p'
8.17,'h','p'
7.61,'h','p'
8.26,'d','p'
10.98,'h','p'
10.12,'h','p'
8.49,'d','p'
10.9,'h','p'
9.46,'h','p'
9.46,'h','p'
9.66,'d','p'
10.6,'d','p'
7.24,'h','p'
9.92,'h','p'
9.04,'d','p'
9.42,'d','p'
8.14,'d','p'
8.27,'h','p'
9.65,'d','p'
9.49,'h','p'
9.71,'h','p'
8.86,'d','p'
11.3,'d','p'
7.3,'h','p'
9.6,'d','p'
6.83,'d','p'
10.2,'d','p'
10.83,'d','p'
9.03,'d','p'
9.51,'d','p'
9.47,'h','p'
8.6,'d','p'
7.85,'d','p'
8.9,'d','p'
8.18,'h','p'
8.33,'h','p'
7.35,'h','p'
8.03,'d','p'
8.19,'d','p'
10.48,'h','p'
8.84,'d','p'
9.03,'h','p'
9.34,'d','p'
8.98,'d','p'
8.26,'h','p'
8.74,'d','p'
9.09,'h','p'
8.83,'h','p'
9.24,'d','p'
9.33,'h','p'
7.94,'d','p'
9.88,'h','p'
9.04,'h','p'
8.92,'h','p'
8.62,'h','p'
9.24,'h','p'
8.81,'d','p'
8.01,'h','p'
8.82,'d','p'
9.87,'d','p'
7.86,'h','p'
10.29,'h','p'
10.97,'d','p'
9.26,'h','p'
7.07,'d','p'
7.71,'h','p'
7.94,'h','p'
8.95,'d','p'
8.84,'h','p'
7.8,'d','p'
8.7,'h','p'
6.3,'d','p'
11.06,'d','p'
9.26,'d','p'
7.85,'h','p'
8.09,'h','p'
9.44,'h','p'
8.27,'d','p'
8.37,'h','p'
9.62,'d','p'
8.81,'d','p'
8.5,'h','p'
8.28,'d','p'
9.52,'d','p'
8.88,'d','p'
9.18,'h','p'
10.36,'d','p'
7.89,'d','p'
9.86,'h','p'
9.14,'h','p'
8.1,'h','p'
9.12,'d','p'
8.95,'d','p'
9.39,'h','p'
9.81,'d','p'
9.2,'d','p'
7.55,'h','p'
10.75,'d','p'
9.8,'d','p'
8.13,'d','p'
9.19,'d','p'
10.17,'d','p'
8.51,'d','p'
9.15,'d','p'
9.2,'d','p'
9.37,'d','p'
10.48,'h','p'
8.87,'h','p'
8.11,'h','p'
9.18,'h','p'
9.18,'d','p'
7.79,'d','p'
7.58,'h','p'
10.19,'d','p'
10.58,'h','p'
10.03,'h','p'
9.02,'d','p'
11.29,'d','p'
8.64,'h','p'
9.37,'d','p'
9.22,'h','p'
9.5,'h','p'
9.76,'h','p'
9.61,'d','p'
8.72,'d','p'
9.46,'d','p'
9.8,'h','p'
7.14,'d','p'
8.65,'d','p'
9.32,'h','p'
6.85,'d','p'
8.42,'d','p'
8.66,'h','p'
7.18,'h','p'
9.4,'d','p'
7.8,'d','p'
9.44,'h','p'
10,'d','p'
8.26,'h','p'
10.48,'h','p'
9.47,'d','p'
8.23,'d','p'
9.5,'h','p'
10.32,'h','p'
10.58,'d','p'
9.19,'h','p'
9.61,'h','p'
7.32,'d','p'
8.29,'h','p'
10.19,'h','p'
8.36,'h','p'
7.64,'d','p'
9.28,'d','p'
9.28,'h','p'
8.25,'h','p'
8.08,'d','p'
6.55,'h','p'
9.35,'d','p'
8.35,'h','p'
8.86,'d','p'
9.12,'d','p'
9.52,'h','p'
8.96,'h','p'
9.27,'h','p'
9.06,'h','p'
9.6,'h','p'
9.63,'h','p'
7.53,'h','p'
10.41,'h','p'
9.52,'h','p'
10.96,'d','p'
7.78,'d','p'
7.56,'d','p'
10.46,'h','p'
10.03,'d','p'
9.25,'d','p'
8.61,'d','p'
8.75,'d','p'
9.35,'d','p'
8.65,'h','p'
7.67,'h','p'
9.46,'d','p'
9.79,'d','p'
10.23,'h','p'
7.01,'d','p'
7.82,'h','p'
10.12,'h','p'
10.75,'d','p'
9.63,'h','p'
9.01,'h','p'
9.52,'h','p'
8.64,'h','p'
9.39,'d','p'
6.93,'h','p'
9.05,'d','p'
9.31,'d','p'
10.94,'d','p'
8.97,'d','p'
7.96,'h','p'
8.79,'h','p'
10.78,'h','p'
10.7,'h','p'
9.87,'h','p'
9.27,'h','p'
9.62,'d','p'
10.17,'h','p'
8.4,'h','p'
10.98,'h','p'
7.44,'d','p'
10.06,'d','p'
9.35,'h','p'
9.21,'h','p'
9.43,'d','p'
9.54,'h','p'
8.45,'d','p'
10.31,'h','p'
9.82,'h','p'
10.39,'h','p'
7.85,'h','p'
10.88,'d','p'
9.93,'h','p'
7.24,'h','p'
10.42,'h','p'
7.83,'d','p'
7.88,'d','p'
11.29,'h','p'
10.55,'d','p'
11.16,'d','p'
9.28,'h','p'
9.87,'h','p'
8.99,'d','p'
8.91,'h','p'
7.08,'d','p'
7.65,'h','p'
7.31,'d','p'
9.28,'h','p'
8.29,'h','p'
8.57,'h','p'
9.6,'d','p'
7.7,'d','p'
7.63,'h','p'
8.68,'d','p'
9.75,'d','p'
8.26,'h','p'
9.84,'d','p'
8.73,'d','p'
8.76,'h','p'
8.49,'d','p'
9.01,'h','p'
9.33,'h','p'
10.59,'h','p'
8.81,'d','p'
10.58,'d','p'
7.76,'d','p'
8.09,'d','p'
10.78,'d','p'
8.83,'h','p'
9.4,'h','p'
7.03,'d','p'
9.11,'d','p'
8.28,'d','p'
9.6,'d','p'
9.69,'h','p'
10.84,'d','p'
10.05,'d','p'
7.92,'h','p'
8.01,'d','p'
8.7,'h','p'
10.52,'d','p'
9.15,'h','p'
8.74,'d','p'
9.96,'d','p'
9.32,'h','p'
9.1,'h','p'
7.15,'h','p'
7.92,'h','p'
9.99,'d','p'
7.86,'d','p'
8.03,'h','p'
7.64,'d','p'
9.43,'h','p'
8.27,'h','p'
10.12,'d','p'
8.62,'d','p'
8.88,'d','p'
9.43,'d','p'
8.3,'h','p'
10.54,'d','p'
8.36,'h','p'
6.22,'d','p'
10.69,'h','p'
8.55,'d','p'
8.23,'d','p'
10.78,'h','p'
9.65,'h','p'
8.21,'d','p'
8.41,'d','p'
8.16,'h','p'
8.77,'d','p'
7.64,'d','p'
9.52,'h','p'
7.8,'h','p'
10.58,'h','p'
9.15,'h','p'
11.53,'d','p'
8.69,'d','p'
9.41,'d','p'
7.53,'d','p'
9.37,'d','p'
8.63,'h','p'
8.25,'h','p'
7.26,'d','p'
9.34,'d','p'
10.4,'h','p'
8.15,'d','p'
7.93,'h','p'
10.05,'h','p'
8.95,'h','p'
7.15,'h','p'
7.59,'h','p'
8.01,'d','p'
9.08,'h','p'
9.97,'h','p'
9.78,'d','p'
8.94,'d','p'
10.26,'h','p'
9.17,'d','p'
8.35,'d','p'
9.23,'d','p'
7.99,'d','p'
9.52,'h','p'
8.3,'h','p'
8.11,'h','p'
7.19,'d','p'
9.36,'h','p'
6.73,'h','p'
8.75,'h','p'
9.99,'d','p'
9,'d','p'
9.26,'h','p'
9.09,'h','p'
8.44,'h','p'
10.5,'d','p'
6.84,'d','p'
9.94,'d','p'
7.58,'h','p'
2.75,'g','e'
3.61,'g','e'
3.17,'g','e'
3.48,'g','e'
3.97,'g','e'
3.54,'g','e'
3.12,'g','e'
4.18,'g','e'
3.71,'g','e'
2.96,'g','e'
4.12,'g','e'
3.67,'g','e'
3.54,'g','e'
3.49,'g','e'
2.59,'g','e'
3.66,'g','e'
2.91,'g','e'
3.4,'g','e'
3.14,'g','e'
4.29,'g','e'
3.07,'g','e'
3.59,'g','e'
3.24,'g','e'
3.64,'g','e'
3.02,'g','e'
2.8,'g','e'
4.06,'g','e'
3.58,'g','e'
4.67,'g','e'
3.27,'g','e'
3.07,'g','e'
3.41,'g','e'
3.55,'g','e'
4.21,'g','e'
3.1,'g','e'
3.26,'g','e'
3.7,'g','e'
2.99,'g','e'
3.46,'g','e'
3.84,'g','e'
4.13,'g','e'
3.95,'g','e'
3.68,'g','e'
3.91,'g','e'
3.56,'g','e'
3.41,'g','e'
3.88,'g','e'
4.21,'g','e'
4.63,'g','e'
3.96,'g','e'
3.4,'g','e'
4.23,'g','e'
3.91,'g','e'
3.26,'g','e'
4.04,'g','e'
2.87,'g','e'
3.48,'g','e'
3.09,'g','e'
3.07,'g','e'
3.03,'g','e'
3.68,'g','e'
2.32,'g','e'
3.32,'g','e'
4,'g','e'
3.24,'g','e'
3.72,'g','e'
3.56,'g','e'
3.28,'g','e'
3.38,'g','e'
4.52,'g','e'
4.26,'g','e'
3.92,'g','e'
4.58,'g','e'
4.02,'g','e'
3.68,'g','e'
3.22,'g','e'
4.46,'g','e'
3.35,'g','e'
2.98,'g','e'
3.66,'g','e'
3.72,'g','e'
3.08,'g','e'
3.19,'g','e'
5.11,'g','e'
3.99,'g','e'
3.63,'g','e'
3.87,'g','e'
3.71,'g','e'
3.64,'g','e'
2.52,'g','e'
4.99,'g','e'
3.27,'g','e'
2.88,'g','e'
4.34,'g','e'
3.87,'g','e'
3.28,'g','e'
3.36,'g','e'
3.21,'g','e'
2.43,'g','e'
4.14,'g','e'
3,'g','e'
3.15,'g','e'
3.91,'g','e'
3.65,'g','e'
3.59,'g','e'
4.27,'g','e'
2.77,'g','e'
3.16,'g','e'
3.96,'g','e'
3.07,'g','e'
3.42,'g','e'
3.32,'g','e'
3.59,'g','e'
4.1,'g','e'
3.87,'g','e'
4.03,'g','e'
3.61,'g','e'
3.97,'g','e'
4.02,'g','e'
3.97,'g','e'
3.41,'g','e'
3.78,'g','e'
2.9,'g','e'
3.6,'g','e'
3.51,'g','e'
3.59,'g','e'
2.29,'g','e'
2.87,'g','e'
3.67,'g','e'
4.24,'g','e'
4.16,'g','e'
3.37,'g','e'
3.34,'g','e'
4,'g','e'
3.12,'g','e'
3.69,'g','e'
3.53,'g','e'
3.16,'g','e'
3.07,'g','e'
3.51,'g','e'
3.18,'g','e'
3.44,'g','e'
3.82,'g','e'
3.81,'g','e'
4.14,'g','e'
3.37,'g','e'
3.58,'g','e'
3.73,'g','e'
3.37,'g','e'
3.32,'g','e'
3.6,'g','e'
3.71,'g','e'
3.58,'g','e'
3.66,'g','e'
4.03,'g','e'
4.52,'g','e'
3.79,'g','e'
2.83,'g','e'
3.4,'g','e'
3.53,'g','e'
3.54,'g','e'
4.05,'g','e'
2.97,'g','e'
3.48,'g','e'
3.58,'g','e'
3.15,'g','e'
3.65,'g','e'
3.44,'g','e'
3.46,'g','e'
3.97,'g','e'
3.12,'g','e'
4.06,'g','e'
2.93,'g','e'
3.25,'g','e'
4.17,'g','e'
3.58,'g','e'
2.83,'g','e'
3.63,'g','e'
3.41,'g','e'
3.34,'g','e'
3.5,'g','e'
3.26,'g','e'
3.75,'g','e'
3.31,'g','e'
3.12,'g','e'
2.92,'g','e'
3.71,'g','e'
2.68,'g','e'
3.32,'g','e'
4.25,'g','e'
2.7,'g','e'
3.77,'g','e'
3.57,'g','e'
3.77,'g','e'
3.49,'g','e'
2.15,'g','e'
3.24,'g','e'
3.8,'g','e'
2.24,'g','e'
4.02,'g','e'
3.27,'g','e'
3.13,'g','e'
4.74,'g','e'
3.02,'g','e'
3.49,'g','e'
3.81,'g','e'
2.83,'g','e'
4.17,'g','e'
2.8,'g','e'
3.85,'g','e'
2.51,'g','e'
3.59,'g','e'
3.33,'g','e'
3.51,'g','e'
3.59,'g','e'
2.94,'g','e'
3.49,'g','e'
3.36,'g','e'
3.79,'g','e'
3.68,'g','e'
3.13,'g','e'
4.02,'g','e'
3.13,'g','e'
2.93,'g','e'
4.01,'g','e'
3.63,'g','e'
3.08,'g','e'
2.92,'g','e'
3.56,'g','e'
3.65,'g','e'
3.8,'g','e'
3.03,'g','e'
2.56,'g','e'
4.08,'g','e'
3.14,'g','e'
3.82,'g','e'
4.02,'g','e'
3.64,'g','e'
3.56,'g','e'
3.84,'g','e'
4.22,'g','e'
2.99,'g','e'
3.68,'g','e'
3.72,'g','e'
3.33,'g','e'
3.98,'g','e'
2.95,'g','e'
3.12,'g','e'
2.84,'g','e'
3.78,'g','e'
4.05,'g','e'
3.46,'g','e'
3.6,'g','e'
3.49,'g','e'
3.98,'g','e'
3.78,'g','e'
4.54,'g','e'
3.62,'g','e'
2.87,'g','e'
3.93,'g','e'
3.66,'g','e'
3.58,'g','e'
3.86,'g','e'
2.78,'g','e'
4.43,'g','e'
3.79,'g','e'
3.4,'g','e'
2.5,'g','e'
4.27,'g','e'
3.53,'g','e'
3.66,'g','e'
4.11,'g','e'
3.84,'g','e'
3.28,'g','e'
3.7,'g','e'
3.18,'g','e'
3.3,'g','e'
4.05,'g','e'
2.54,'g','e'
3.57,'g','e'
3.54,'g','e'
3.42,'g','e'
3.18,'g','e'
3.45,'g','e'
4.15,'g','e'
3.68,'g','e'
3.54,'g','e'
2.72,'g','e'
2.64,'g','e'
2.93,'g','e'
3.77,'g','e'
2.74,'g','e'
4,'g','e'
3.74,'g','e'
3.37,'g','e'
3.06,'g','e'
2.95,'g','e'
3.13,'g','e'
3.55,'g','e'
3.92,'g','e'
4.23,'g','e'
4.06,'g','e'
2.88,'g','e'
3.46,'g','e'
3.14,'g','e'
4.11,'g','e'
3.32,'g','e'
3.76,'g','e'
4.18,'g','e'
3.04,'g','e'
3.84,'g','e'
2.95,'g','e'
4.25,'g','e'
3.66,'g','e'
3.24,'g','e'
3,'g','e'
3.9,'g','e'
4.31,'g','e'
3.32,'g','e'
4.33,'g','e'
2.91,'g','e'
3.86,'g','e'
3.57,'g','e'
3.29,'g','e'
3.07,'g','e'
3.22,'g','e'
3.24,'g','e'
3.54,'g','e'
2.69,'g','e'
3.29,'g','e'
3.97,'g','e'
2.31,'g','e'
3.22,'g','e'
3.44,'g','e'
3.28,'g','e'
4.12,'g','e'
3.17,'g','e'
3.26,'g','e'
3.62,'g','e'
3.24,'g','e'
3.15,'g','e'
3.58,'g','e'
4.19,'g','e'
3.34,'g','e'
2.76,'g','e'
3.25,'g','e'
3.27,'g','e'
3.34,'g','e'
3.3,'g','e'
4.2,'g','e'
3.98,'g','e'
3.63,'g','e'
3.14,'g','e'
1.34,'d','p'
1.12,'d','p'
0.94,'l','p'
1,'l','p'
1.17,'d','p'
0.96,'d','p'
0.97,'l','p'
1.18,'d','p'
0.97,'l','p'
0.82,'l','p'
0.92,'d','p'
1.1,'l','p'
0.96,'l','p'
0.77,'l','p'
1.07,'d','p'
0.96,'l','p'
1.13,'l','p'
1.07,'d','p'
1.03,'d','p'
1.01,'l','p'
0.94,'d','p'
0.96,'d','p'
1.01,'l','p'
1.06,'d','p'
1.05,'d','p'
1.19,'l','p'
0.9,'l','p'
1.04,'d','p'
1.06,'l','p'
1.04,'d','p'
0.98,'l','p'
1.09,'l','p'
1.07,'d','p'
0.89,'d','p'
1,'l','p'
1,'l','p'
1.01,'l','p'
0.9,'l','p'
0.95,'d','p'
1.05,'l','p'
1.14,'l','p'
1.04,'d','p'
0.93,'l','p'
1.02,'l','p'
1.09,'d','p'
0.98,'d','p'
0.99,'l','p'
1.12,'l','p'
1.14,'l','p'
0.92,'l','p'
1.08,'d','p'
1.05,'l','p'
1.03,'d','p'
0.9,'d','p'
0.94,'d','p'
1.18,'d','p'
1.2,'l','p'
0.86,'d','p'
1.08,'d','p'
0.94,'d','p'
0.85,'d','p'
1.07,'d','p'
1,'d','p'
0.96,'d','p'
1.02,'l','p'
1.06,'d','p'
1.12,'l','p'
0.91,'d','p'
1.06,'l','p'
1.02,'d','p'
0.99,'l','p'
0.75,'l','p'
0.88,'l','p'
1.03,'l','p'
0.97,'d','p'
0.91,'l','p'
1.17,'l','p'
0.9,'l','p'
0.91,'l','p'
0.84,'l','p'
0.91,'l','p'
1.12,'d','p'
1.04,'d','p'
0.92,'l','p'
0.83,'d','p'
0.89,'d','p'
0.93,'l','p'
0.96,'d','p'
1.15,'l','p'
1.06,'l','p'
0.88,'d','p'
0.93,'l','p'
0.88,'l','p'
1,'l','p'
1.04,'d','p'
0.88,'l','p'
0.87,'d','p'
0.9,'l','p'
1.01,'l','p'
0.89,'d','p'
0.91,'l','p'
1.14,'l','p'
0.78,'l','p'
1.16,'l','p'
1.1,'d','p'
1.02,'d','p'
0.84,'l','p'
0.95,'l','p'
0.95,'d','p'
1.05,'d','p'
0.88,'l','p'
1.06,'l','p'
1,'l','p'
0.98,'l','p'
0.93,'d','p'
1.03,'l','p'
1.09,'l','p'
0.89,'l','p'
0.99,'l','p'
1.09,'l','p'
0.83,'l','p'
0.97,'d','p'
0.85,'d','p'
0.78,'l','p'
1.1,'d','p'
1.06,'l','p'
1.07,'d','p'
0.96,'d','p'
0.91,'l','p'
0.99,'l','p'
0.89,'l','p'
1.12,'l','p'
0.88,'l','p'
0.94,'d','p'
1.09,'l','p'
1.01,'l','p'
1.03,'d','p'
1.05,'d','p'
0.93,'d','p'
1.14,'d','p'
0.93,'l','p'
0.92,'l','p'
0.86,'d','p'
0.86,'d','p'
1.01,'l','p'
1.23,'l','p'
1.13,'l','p'
1.09,'l','p'
0.83,'l','p'
1.01,'d','p'
1.05,'l','p'
1.12,'d','p'
1.02,'d','p'
1.14,'l','p'
1.04,'d','p'
0.87,'d','p'
0.81,'d','p'
1.08,'d','p'
1.08,'d','p'
1.04,'d','p'
1.13,'d','p'
1.04,'d','p'
0.91,'l','p'
0.94,'d','p'
0.96,'l','p'
1.01,'l','p'
1.05,'l','p'
0.82,'l','p'
1.17,'l','p'
1,'d','p'
1.08,'d','p'
1.11,'l','p'
1.08,'l','p'
1.14,'d','p'
1.02,'d','p'
0.99,'d','p'
1.02,'l','p'
1.01,'d','p'
1.14,'d','p'
1.02,'l','p'
1.01,'d','p'
0.94,'d','p'
1.07,'d','p'
0.9,'l','p'
1,'l','p'
1.15,'l','p'
0.99,'l','p'
0.92,'d','p'
0.99,'l','p'
1.05,'l','p'
1.14,'l','p'
0.96,'d','p'
0.98,'l','p'
1.09,'d','p'
0.99,'l','p'
1,'d','p'
1.07,'d','p'
0.92,'l','p'
1.03,'d','p'
1.06,'l','p'
1,'d','p'
1.05,'l','p'
0.89,'l','p'
1.15,'d','p'
1.16,'d','p'
0.99,'d','p'
0.98,'d','p'
1.15,'l','p'
1.07,'d','p'
0.95,'l','p'
0.97,'l','p'
1.04,'l','p'
1.12,'l','p'
0.97,'l','p'
0.88,'l','p'
0.99,'l','p'
0.96,'l','p'
1.04,'d','p'
